Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
7/21/2018,Audible.com,Audible audible.com NJ1ASLJS4M3ZY AUDIO BOOKS 320182020522073710,15.72,debit,Books,Blue Cash,,
7/21/2018,Donation Prx Radioto,DONATION PRX RADIOTOAPPLETON WIOPSNT_DGGUG 8882048792 320182020534725702,4,debit,Charity,Blue Cash,,
7/21/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DH0Q1(NONE) 94104 320182020522942058,8.94,debit,Lyft,Blue Cash,,
7/21/2018,Walgreens,AplPay WALGREENS SANTA FE NM99999998202NONE 87505 320182020527865052,13,debit,Pharmacy,Blue Cash,,
7/21/2018,Rite Aid,RITE AID STORE - 6219 LONG BEACH CA02118R,36.45,debit,Pharmacy,Discover More Card,,
7/21/2018,Yoshinoya Hollywood,YOSHINOYA HOLLYWOOD LOS ANGELES CA,24.04,debit,Restaurants,Discover More Card,,
7/21/2018,Jack in the Box,JACK IN THE BOX 0244 LONG BEACH CA02141R,11.09,debit,Restaurants,Discover More Card,,
7/20/2018,Shell,SHELL OIL 1000706700FLAGSTAFF AZ0058131 GAS STATION 320182010512541638,13.66,debit,Gas & Fuel,Blue Cash,,
7/20/2018,Joseph,JOSEPH'S SANTA FE NM85133318201 505-982-1272 320182010505527120,75.98,debit,Restaurants,Blue Cash,,
7/20/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000027932 5059822629 320182010517768666,18.63,debit,Groceries,Blue Cash,,
7/20/2018,Hat Rancho Cuca,THE HAT #10 65000000RANCHO CUCA10156320180 9096467600 320182010505496648,44.96,debit,Restaurants,Blue Cash,,
7/20/2018,Arco,Pos Purchase Arco #42857 Ampm 2191 W Main S Us Barstow Ca Us,48.64,debit,Gas & Fuel,Summit,,
7/20/2018,Acapulco Marina Pacifica,ACAPULCO MARINA PACIFICA LONG BEACH CA,100.56,debit,Cash & ATM,Discover More Card,,
7/19/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0011675 505-982-4668 320182000491115438,70.72,debit,Groceries,Blue Cash,,
7/19/2018,Burrito Spot,BURRITO SPOT LLC 027SANTA FE NM00090044 505-820-0779 320182000487740309,10.42,debit,Restaurants,Blue Cash,,
7/19/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5ZWK1X9VA DIRECT MKTG INTERNET 320182000490204391,16.25,debit,Entertainment,Blue Cash,,
7/19/2018,Therapy Solutions,Therapy Solutions LLSANTA FE NM73011008199 MEDICAL SERVICE 320182000487529365,30,debit,Doctor,Blue Cash,,
7/19/2018,Hulu,HLU*HULU 15247219-U HULU.COM/BI3:281509536 HULU.COM/BILL 320182000495789257,11.99,debit,Entertainment,Blue Cash,,
7/19/2018,Shell,SHELL 10007067001 FLAGSTAFF AZ,38.73,debit,Gas & Fuel,Discover More Card,,
7/19/2018,Days Inn,DAYS INN HOLBROOK AZ,99.93,debit,Travel,Discover More Card,,
7/18/2018,Check 10195,Check 10195 Cashed,7200,debit,Check,Summit,,
7/18/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA275R43QNAN6,28.87,debit,Shopping,Discover More Card,,
7/18/2018,Amazon,AMAZON.COM AMZN.COM/BILLWA19XLDSPLKVK,11.54,debit,Shopping,Discover More Card,,
7/18/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA3I64RVGSP5C,89.98,debit,Shopping,Discover More Card,,
7/18/2018,Second Street Railya,SECOND STREET RAILYASANTA FE NM21104478199 SECONDSTREET@PROCESSL 320181990481799022,42.98,debit,Restaurants,Blue Cash,,
7/17/2018,Received Thank You,PAYMENT RECEIVED - THANK YOU 320181980469226970,7200,credit,Credit Card Payment,Blue Cash,,
7/17/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5Z8W31D0A DIRECT MKTG INTERNET 320181980455901792,16.25,debit,Entertainment,Blue Cash,,
7/16/2018,Check 10186,Check 10186 Cashed,125.1,debit,Check,Summit,,
7/16/2018,Check 10188,Check 10188 Cashed,2000,debit,Check,Summit,,
7/16/2018,Check 10189,Check 10189 Cashed,100,debit,Check,Summit,,
7/16/2018,Check 10198,Check 10198 Cashed,70,debit,Check,Summit,,
7/16/2018,Www Romwe.com Www,WWW.ROMWE.COM. WWW.RLONDON GB26450780792 BUSINESS SERVICE 320181970451591279,78.27,debit,Clothing,Blue Cash,,
7/16/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMQ4FBF2GDJR DIRECT MKTG INTERNET 320181970441255719,8.66,credit,Entertainment,Blue Cash,,
7/16/2018,New York Times,NEW YORK TIMES DIGITAL 800-698-4637 NYF148A3997E68,25,debit,Subscriptions,Discover More Card,,
7/15/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000027213 5059822629 320181960432312880,8.08,debit,Groceries,Blue Cash,,
7/15/2018,Ohori Coffee Tea,"OHORI'S COFFEE, TEA,SANTA FE NM85482988196 USFC87501 320181960436296012",21.78,debit,Coffee Shops,Blue Cash,,
7/15/2018,Amazon Kindle,AMAZON KINDLE UNLIMI866-321-88570IH9EF2FIA DIGITAL 320181960433078144,10.5,debit,Books,Blue Cash,,
7/15/2018,CBS All Access,CBS ALL ACCESS 888-274-5343 CA,5.99,debit,Entertainment,Discover More Card,,
7/14/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMQ4FBF2GDJA DIRECT MKTG INTERNET 320181950410824868,28.16,debit,Entertainment,Blue Cash,,
7/14/2018,Allsups Allsups,ALLSUPS 336 10108843SANTA FE NM6174309430 ALLSUPS 336 320181950417526755,38.72,debit,Gas & Fuel,Blue Cash,,
7/13/2018,Check 10197,Check 10197 Cashed,1282.27,debit,Check,Summit,,
7/13/2018,Numerix Llc Payroll,Numerix Llc Payroll Sq. Nbr.: 0017477846,6166.97,credit,Paycheck,Summit,,
7/13/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA77QFIBTGGYA MERCHANDISE 320181940398220584,14.77,debit,Shopping,Blue Cash,,
7/13/2018,Burrito Spot,BURRITO SPOT LLC 027SANTA FE NM00060040 505-820-0779 320181940405790114,10.68,debit,Restaurants,Blue Cash,,
7/13/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA4PQJYNLSYNS MERCHANDISE 320181940399822076,14.77,debit,Shopping,Blue Cash,,
7/13/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0106304 505-982-4668 320181940394375171,187.48,debit,Groceries,Blue Cash,,
7/13/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA1DGQVXLV3V2 MERCHANDISE 320181940398573968,27.85,debit,Shopping,Blue Cash,,
7/13/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0346157 505-982-4668 320181940393982252,3.31,debit,Groceries,Blue Cash,,
7/13/2018,Auto Air Vacuum,AUTO AIR VACUUM SERVICE PLAINVIEW NY,1.5,debit,Transfer,Discover More Card,,
7/13/2018,Amazon,AMAZON.COM AMZN.COM/BILLWA8A59HTGS8OG,29.9,debit,Shopping,Discover More Card,,
7/12/2018,Deposit,Check Deposit,2900,credit,Income,Summit,,
7/12/2018,Linda Nails,LINDA NAILS SANTA FE NM,71.64,debit,Personal Care,Discover More Card,,
7/11/2018,Check 10190,Check 10190 Cashed,200,debit,Check,Summit,,
7/11/2018,Pandoras,PANDORAS SANTA FE NM,738.46,debit,Furnishings,Discover More Card,,
7/10/2018,Check 10191,Check 10191 Cashed,25,debit,Check,Summit,,
7/10/2018,ATM Fee Refund,Atm Fee Rebate,6.25,credit,ATM Fee,Summit,,
7/10/2018,Discover Payments Sq,Discover Payments Sq. Nbr.: 0017415587,6284.46,debit,Credit Card Payment,Summit,,
7/10/2018,Check 10192,Check 10192 Cashed,50,debit,Check,Summit,,
7/10/2018,Interest Deposit July,Interest Deposit July 2018,6.95,credit,Interest Income,Summit,,
7/10/2018,Big 5 Sporting,BIG 5 SPORTING GOODSSANTA FE NM023809 800-898-2994 320181910349060903,95.4,debit,Clothing,Blue Cash,,
7/10/2018,Therapy Solutions,Therapy Solutions LLSANTA FE NM73011008190 MEDICAL SERVICE 320181910341255780,30,debit,Doctor,Blue Cash,,
7/10/2018,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,78.22,debit,Finance Charge,Discover More Card,,
7/09/2018,Numerix Llc Payroll,Numerix Llc Payroll Sq. Nbr.: 0017364857,10500.07,credit,Paycheck,Summit,,
7/09/2018,Check 10193,Check 10193 Cashed,1500,debit,Check,Summit,,
7/09/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00520800214 5059921700 320181900333409540,37.96,debit,Groceries,Blue Cash,,
7/09/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMSL2V6GM6XA DIRECT MKTG INTERNET 320181900328748268,16.25,debit,Entertainment,Blue Cash,,
7/09/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60820081 505-681-5286 320181900336320860,85.58,debit,Groceries,Blue Cash,,
7/09/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00541000039 5059921700 320181900333366800,48.39,debit,Groceries,Blue Cash,,
7/09/2018,Directpay Full Balance,DIRECTPAY FULL BALANCE,6284.46,credit,Credit Card Payment,Discover More Card,,
7/08/2018,Amazon,AMZ*COMICS BY COMIXOAMAZON PAYJA6RG17AMS6 SERVICE 320181890317949366,3.99,debit,Shopping,Blue Cash,,
7/08/2018,Amazon,AMZ*COMICS BY COMIXOAMAZON PAYBKPABHHMH68 SERVICE 320181890316487267,4.99,debit,Shopping,Blue Cash,,
7/07/2018,Bumble Bees Baja Grill,BUMBLE BEE'S BAJA GRSANTA FE NM0000030011 505-820-2862 320181880306175853,36.87,debit,Restaurants,Blue Cash,,
7/07/2018,New Baking Compa,THE NEW BAKING COMPASANTA FE NM10156320180 5055576435 320181880297455732,6.42,debit,Restaurants,Blue Cash,,
7/07/2018,Amazon,AMAZON MKTPLACE PMTSAMZN.COM/BI4SIZWUC7TDZ BOOK STORES 320181880303600970,9.97,debit,Shopping,Blue Cash,,
7/06/2018,Nordstrom,NORDSTROM DIRECT #0808 CEDAR RAPIDS IA,52.56,debit,Clothing,Discover More Card,,
7/06/2018,Nordstrom,NORDSTROM DIRECT #0808 CEDAR RAPIDS IA,73.53,debit,Clothing,Discover More Card,,
7/06/2018,Nordstrom,NORDSTROM DIRECT #0808 CEDAR RAPIDS IA,66.19,debit,Clothing,Discover More Card,,
7/05/2018,Liberty Mutual,Liberty Mutual Payment Sq. Nbr.: 0017298772,280.67,debit,Auto Insurance,Summit,,
7/05/2018,Check 10185,Check 10185 Cashed,145,debit,Check,Summit,,
7/05/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5YMWZFB1A DIRECT MKTG INTERNET 320181860270434638,2.16,debit,Entertainment,Blue Cash,,
7/04/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA2K7Q779P5AC,10.45,debit,Shopping,Discover More Card,,
7/04/2018,La Choza,LA CHOZA SANTA FE NM85101598185 505-982-0909 320181850252533584,118.13,debit,Restaurants,Blue Cash,Reimbursable,
7/03/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0115641 505-982-4668 320181840241350939,50.95,debit,Groceries,Blue Cash,,
7/03/2018,Trader Joe's,TRADER JOE'S #165 QSANTA FE NM0032501 626-599-3700 320181840244501942,185.16,debit,Groceries,Blue Cash,,
7/03/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMQ4DL3Q89HA DIRECT MKTG INTERNET 320181840238655703,17.33,debit,Entertainment,Blue Cash,,
7/02/2018,Check 10187,Check 10187 Cashed,200,debit,Check,Summit,,
7/02/2018,ATM Withdrawal,Atm Withdrawal Los Alamos National Bank 301 Griffin Santa Fe Nm Us,123.25,debit,Cash & ATM,Summit,,
7/02/2018,Deposit,Check Deposit,39.95,credit,Income,Summit,,
7/02/2018,Pharmaca Cordova Sante,PHARMACA - CORDOVA SANTE FE NM00204R,45.79,debit,Pharmacy,Discover More Card,,
7/02/2018,Party City,PARTY CITY #940 SANTA FE NM,14.29,debit,Entertainment,Discover More Card,,
7/02/2018,Ohori Coffee Tea,"OHORI'S COFFEE, TEA,SANTA FE NM85482988183 USFC87501 320181830232335112",20.98,debit,Coffee Shops,Blue Cash,,
7/02/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60860116 505-681-5286 320181830228253247,121.66,debit,Groceries,Blue Cash,,
7/02/2018,Zappos,ZAPPOS.COM (800)927-7671 NVA4YY6G06GRU DIRECT MKTG MISC 320181830220826887,187.65,credit,Clothing,Blue Cash,,
7/02/2018,File Org Ky,FILE990.ORG 877-887-7815 KY,39.95,debit,Charity,Discover More Card,,
7/02/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA2HOWWRH1OAG,19.95,debit,Shopping,Discover More Card,,
7/02/2018,Amazon,AMAZON.COM AMZN.COM/BILLWA1RMC7LA40KP,24.17,debit,Shopping,Discover More Card,,
7/02/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA14XV778HQT7,209.99,debit,Shopping,Discover More Card,,
7/02/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA1I0RYIQ0OCX,13.97,debit,Shopping,Discover More Card,,
7/02/2018,Baskin Q Sante,BASKIN #355721 Q35 SANTE FE NM,9.62,debit,Restaurants,Discover More Card,,
7/01/2018,Steve Flores,Steve Flores Karate Ac,81.23,debit,Gym,MasterCard,,
7/01/2018,Steve Flores,Steve Flores Karate Ac,50,debit,Gym,MasterCard,,
7/01/2018,"Home Depot, shelves",THE HOME DEPOT SANTA FE NM06300350323 800-654-0688 320181820203645453,2.56,debit,Home Improvement,Blue Cash,,
7/01/2018,Verizon Wireless,VZW APOCC 800-922-0204 FLW0000001422VZWIRELESS 320181820207734062,295.95,debit,Mobile Phone,Blue Cash,,
7/01/2018,Hotel Chimayo,HOTEL CHIMAYO 369728SANTA FE NM0000061723 (505)988-4900 320181820205679218,13.55,debit,Restaurants,Blue Cash,,
7/01/2018,Patreon Pledge Opsnt,PATREON*PLEDGE SAN FRANCISCO CAOPSNT_D9UDC 8778877815 320181820204731958,20,debit,Charity,Blue Cash,,
7/01/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000032140 5059822629 320181820214195364,32.47,debit,Groceries,Blue Cash,,
7/01/2018,Hotel Tonight,HotelTonight.com SAN FRANCISCO7JZ8NSXH 8009956698 320181820209964860,172,debit,Travel,Blue Cash,,
6/30/2018,Inn Anasazi R,INN OF THE ANASAZI SANTA FE NM03069R,24.1,debit,Restaurants,Discover More Card,,
6/29/2018,Check 10184,Check 10184 Cashed,1125,debit,Check,Summit,,
6/29/2018,Numerix Llc Payroll,Numerix Llc Payroll Sq. Nbr.: 0017183653,8593.93,credit,Paycheck,Summit,,
6/29/2018,Netflix,NETFLIX.COM 866-579-7172 CA22615988483 SUBSCRIPTION 320181800175934138,11.92,debit,Entertainment,Blue Cash,,
6/29/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_D8TKY(NONE) 94104 320181800184812876,10.12,debit,Lyft,Blue Cash,,
6/29/2018,Giant,GIANT #6055 54292980SANTA FE NM627638063 5059842689 320181800178519375,40.23,debit,Gas & Fuel,Blue Cash,,
6/29/2018,Iconik Coffee Roasters LLC,ICONIK COFFEE ROASTERS SANTA FE NM,8.78,debit,Coffee Shops,Discover More Card,,
6/29/2018,Sub Washpost Dc,SUB*WASHPOST*010085102 800-477-4679 DC001004H9C3,15,debit,Subscriptions,Discover More Card,,
6/28/2018,Taco Bell,Taco Bell,7.67,debit,Restaurants,MasterCard,,
6/28/2018,Payment,PAYMENT,1125,credit,Credit Card Payment,MasterCard,,
6/28/2018,Yin Yang Chinese,YIN YANG CHINESE RESSANTA FE NM10156320180 5059869279 320181790165655024,68.85,debit,Restaurants,Blue Cash,,
6/28/2018,"Wayfair, Mia's gray stool",WAYFAIR*ALLMODERN ALLMODERN.COM2566106596 2566106596 87505 320181790154154815,65.99,debit,Home Improvement,Blue Cash,,
6/28/2018,Moon Rabbit Toys,MOON RABBIT TOYS LLC SANTA FE NM,91.09,debit,Toys,Discover More Card,,
6/28/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA7G9N2221Z6C,11.99,debit,Shopping,Discover More Card,,
6/27/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000014490 5059822629 320181780147095752,14.24,debit,Groceries,Blue Cash,,
6/27/2018,Subway,AplPay SUBWAY SANTA FE NM018195717 505-9551682 320181780142155931,8.12,debit,Restaurants,Blue Cash,,
6/27/2018,Chick-Fil-A,CHICK-FIL-A #03936 0SANTA FE NM000051971 9999999999 320181780147634694,8.23,debit,Restaurants,Blue Cash,,
6/27/2018,One Chair Studio,SQ *ONE CHAIR STUDIO SANTA FE NM000115292150810326,53.38,debit,Personal Care,Discover More Card,,
6/27/2018,One Chair Studio,SQ *ONE CHAIR STUDIO SANTA FE NM000115292150810326,78.08,debit,Personal Care,Discover More Card,,
6/26/2018,"Wayfair, Mia's gray stool",WAYFAIR*ALLMODERN ALLMODERN.COM2566106596 2566106596 87505 320181770121229355,171.58,debit,Home Improvement,Blue Cash,,
6/26/2018,Walgreens,WALGREENS SANTA FE NM99999998177NONE 87505 320181770128300787,17.41,debit,Pharmacy,Blue Cash,,
6/25/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60800093 505-681-5286 320181760116557653,45.39,debit,Groceries,Blue Cash,,
6/25/2018,Boxcar,BOXCAR SANTA FE NM85309618176 505-988-7222 320181760107421617,51.98,debit,Restaurants,Blue Cash,,
6/25/2018,Full Circle Healing Family,FULL CIRCLE HEALING FAMI SANTA FE NM,30,debit,Doctor,Discover More Card,,
6/25/2018,Ea Origin.com Help,EA *ORIGIN.COM HELP.EA.COM CAHCY8G8H,39.99,debit,Entertainment,Discover More Card,,
6/25/2018,Amazon,AMAZON.COM AMZN.COM/BILLWA57CVPQJU0G5,24.96,debit,Shopping,Discover More Card,,
6/25/2018,Check 10183,Check 10183 Cashed,100,debit,Check,Summit,,
6/24/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000014116 5059822629 320181750101486585,28.38,debit,Groceries,Blue Cash,,
6/24/2018,Zappos,ZAPPOS.COM (800)927-7671 NVFUWSPRA9ZGY FOOTWEAR 320181750101082859,105.07,debit,Clothing,Blue Cash,,
6/24/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00200200083 5059921700 320181750098867255,156.83,debit,Groceries,Blue Cash,,
6/24/2018,Amazon,AMAZON SERVICES-KIND866-321-8851SSW8XMUA0X DIGITAL 320181750098692531,13.66,debit,Books,Blue Cash,,
6/24/2018,Ohoris Coffee Tea,OHORIS COFFEE TEA & SANTA FE NM85482988175 USFC87505 320181750104303479,23.26,debit,Coffee Shops,Blue Cash,,
6/23/2018,Walgreens,AplPay WALGREENS SANTA FE NM99999998174NONE 87505 320181740082204967,10.83,debit,Pharmacy,Blue Cash,,
6/23/2018,Second Street Railya,SECOND STREET RAILYASANTA FE NM21104478174 SECONDSTREET@PROCESSL 320181740086929874,23.64,debit,Restaurants,Blue Cash,,
6/23/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5YLB96TBA DIRECT MKTG INTERNET 320181740078888811,1.07,debit,Entertainment,Blue Cash,,
6/23/2018,Environment Nm Denver,ENVIRONMENT NM DENVER CO99000262879 DENVER 320181740088405751,100,debit,Charity,Blue Cash,,
6/23/2018,Wendy's,WENDY'S SANTA FE NM0006C397C05 8634536333 320181740083284945,5.17,debit,Restaurants,Blue Cash,,
6/23/2018,Violet Crown Cinema,Violet Crown Cinema,26,debit,Entertainment,MasterCard,,
6/23/2018,CenturyLink,CENTURYLINK/SPEEDPAY 800-244-1111 LA01349761,71.55,debit,Internet,Discover More Card,,
6/23/2018,Cashback Bonus Redemption,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,121.37,credit,Bonus,Discover More Card,,
6/22/2018,New Baking Compa,THE NEW BAKING COMPASANTA FE NM10156320180 5055576435 320181730059257391,11.93,debit,Restaurants,Blue Cash,,
6/22/2018,Northside Vet Clinic,NORTHSIDE VET CLINIC SANTA FE NM,637.62,debit,Pets,Discover More Card,,
6/22/2018,Hafele America Ncar,HAFELE AMERICA CO 800-633-4186 NCAR5496267,201.86,debit,Furnishings,Discover More Card,,
6/21/2018,ATM Fee,Atm Withdrawal Wells Fargo Bank Cordova-nm D Santa Fe Nm Us,3,debit,ATM Fee,Summit,,
6/21/2018,ATM Withdrawal,Atm Withdrawal Wells Fargo Bank Cordova-nm D Santa Fe Nm Us,120,debit,Cash & ATM,Summit,,
6/21/2018,Uber.com,UBER TRIP A3M22 HELP.UBER.COM CA4S805FJK HELP.UBER.COM 320181720044491383,5,debit,Lyft,Blue Cash,,
6/21/2018,Donation Prx Radioto,DONATION PRX RADIOTOAPPLETON WIOPSNT_D5S8Q 8882048792 320181720054690731,4,debit,Charity,Blue Cash,,
6/21/2018,Uber.com,UBER TRIP A3M22 HELP.UBER.COM CA3XDKKV6T HELP.UBER.COM 320181720043354971,8.62,debit,Lyft,Blue Cash,,
6/21/2018,Audible.com,Audible audible.com NJ4DF0ZVR3QOU AUDIO BOOKS 320181720042941851,15.72,debit,Books,Blue Cash,,
6/21/2018,Usa Usa Automatic,USA*USA*AUTOMATIC VEND,1.1,debit,Gas & Fuel,MasterCard,,
6/21/2018,Transfer to BankAmericard Platinum Plus Mastercard,Check 10177 Cashed,84,debit,Credit Card Payment,Summit,,
6/20/2018,Burrito Spot,BURRITO SPOT LLC 027SANTA FE NM00080037 505-820-0779 320181710040623092,10.68,debit,Restaurants,Blue Cash,,
6/20/2018,Ultimed Santa Fe,ULTIMED SANTA FE 006SANTE FE NM18870003 505-989-8707 320181710035930611,75,debit,Gas & Fuel,Blue Cash,,
6/20/2018,Walgreens,AplPay WALGREENS SANTA FE NM99999998171 8002892273 320181710032407505,2.99,debit,Pharmacy,Blue Cash,,
6/20/2018,Trader Joe's,AplPay TRADER JOE'S SANTA FE NM0048691 626-599-3700 320181710036123308,24.52,debit,Groceries,Blue Cash,,
6/20/2018,Walgreens,AplPay WALGREENS SANTA FE NM99999998171NONE 87505 320181710031995723,23.38,debit,Pharmacy,Blue Cash,,
6/20/2018,Susans Fine Wine,SUSANS FINE WINE ANDSANTA FE NM32173928170 LIQUOR STORE 320181710037051610,95.4,debit,Alcohol & Bars,Blue Cash,,
6/20/2018,Amazon,AMAZON MKTPLACE PMTSAMZN.COM/BILK84RNVWIWO BOOK STORES 320181710029809965,56.94,debit,Shopping,Blue Cash,,
6/19/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5YBBKH0XA DIRECT MKTG INTERNET 320181700012033270,16.25,debit,Entertainment,Blue Cash,,
6/19/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0074608 505-982-4668 320181700013056840,220.19,debit,Groceries,Blue Cash,,
6/19/2018,Hulu,HLU*HULU 15247219-U HULU.COM/BI3:281509536 HULU.COM/BILL 320181700017967474,11.99,debit,Entertainment,Blue Cash,,
6/19/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMSL1G5K8NTA DIRECT MKTG INTERNET 320181700011893474,16.25,debit,Entertainment,Blue Cash,,
6/19/2018,Check 100,Check 100 Cashed,5583.16,debit,Check,Summit,,
6/18/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60840112 505-681-5286 320181690003435952,38.89,debit,Groceries,Blue Cash,,
6/18/2018,Zappos,ZAPPOS.COM (800)927-7671 NVHKN92KP24DD FOOTWEAR 320181690995283704,187.65,debit,Clothing,Blue Cash,,
6/18/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA5VPRHAM38S4 MERCHANDISE 320181690002833392,787.39,debit,Shopping,Blue Cash,,
6/18/2018,Check 10180,Check 10180 Cashed,50,debit,Check,Summit,,
6/18/2018,Deposit,Check Deposit,50,credit,Income,Summit,,
6/18/2018,Transfer to Blue Cash,Check 10178 Cashed,7200,debit,Credit Card Payment,Summit,,
6/18/2018,Check 10179,Check 10179 Cashed,99.82,debit,Check,Summit,,
6/18/2018,New York Times,NEW YORK TIMES DIGITAL 800-698-4637 NY3640F3AD8CDE,25,debit,Subscriptions,Discover More Card,,
6/17/2018,Jiffy Lube,JIFFY LUBE SANTA FE NM0047340 505-982-5814 320181680989651221,34.69,debit,Service & Parts,Blue Cash,,
6/17/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMQ4BNBFHY1A DIRECT MKTG INTERNET 320181680974933624,11.91,debit,Entertainment,Blue Cash,,
6/17/2018,Smith's Food,SMITHS FOOD & DRUG SANTA FE NM99999998167 8666111979 320181680984497698,13.37,debit,Groceries,Blue Cash,,
6/17/2018,Violet Crown Cinema,Violet Crown Cinema,26,debit,Entertainment,MasterCard,,
6/17/2018,Late Charge Refund,LATE CHARGE REFUND,27,credit,Credit Card Payment,Discover More Card,,
6/17/2018,Online Payment,PAYMENT - THANK YOU,5583.16,credit,Credit Card Payment,Discover More Card,,
6/16/2018,Second Street Railya,SECOND STREET RAILYASANTA FE NM21104478167 SECONDSTREET@PROCESSL 320181670967236003,28.6,debit,Restaurants,Blue Cash,,
6/16/2018,Violet Crown Cinema,VIOLET CROWN CINEMA AUSTIN TX99999998167 5124959600 320181670965620467,52,debit,Entertainment,Blue Cash,,
6/16/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000013008 5059822629 320181670969301423,13.37,debit,Groceries,Blue Cash,,
6/16/2018,Transfer from Summit,PAYMENT RECEIVED - THANK YOU 320181670972387283,7200,credit,Credit Card Payment,Blue Cash,,
6/15/2018,Amazon Kindle,AMAZON KINDLE UNLIMI866-321-8856NBO06UJ7DC DIGITAL 320181660955441309,10.5,debit,Books,Blue Cash,,
